_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-5.6,R-HSA-202403,TCR signaling,M1,1,0
1,-9.2,R-HSA-5620920,Cargo trafficking to the periciliary membrane,M1,1,0
1,-12,GO:0030001,metal ion transport,M1,1,0
1,-15,M7,PID FCER1 PATHWAY,M1,1,0
1,-2.1,GO:1903050,regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-2.4,M1804,WANG SMARCE1 TARGETS UP,M1,1,0
1,-6.3,GO:0007622,rhythmic behavior,M1,1,0
1,-2.3,M2395,SERVITJA ISLET HNF1A TARGETS UP,M1,1,0
1,-22,WP4396,Nonalcoholic fatty liver disease,M1,1,0
1,-2.7,GO:0098743,cell aggregation,M1,1,0
1,-4.3,M17572,SMID BREAST CANCER LUMINAL B DN,M1,1,0
1,-3.2,GO:0045820,negative regulation of glycolytic process,M1,1,0
1,-4,M15693,GENTILE UV RESPONSE CLUSTER D8,M1,1,0
1,-5.1,M16458,RIZ ERYTHROID DIFFERENTIATION,M1,1,0
1,-18,R-HSA-5693538,Homology Directed Repair,M1,1,0
1,-5,hsa04310,Wnt signaling pathway,M1,1,0
1,-2,hsa04720,Long-term potentiation,M1,1,0
1,-2.6,M14594,LASTOWSKA NEUROBLASTOMA COPY NUMBER DN,M1,1,0
1,-6,R-HSA-1295596,Spry regulation of FGF signaling,M1,1,0
1,-3.8,GO:0003170,heart valve development,M1,1,0
1,-3.8,GO:0030321,transepithelial chloride transport,M1,1,0
1,-3,M9165,GSE40274 GATA1 VS FOXP3 AND GATA1 TRANSDUCED ACTIVATED CD4 TCELL DN,M1,1,0
1,-8.3,WP185,Integrin-mediated cell adhesion,M1,1,0
1,-2.9,GO:0072376,protein activation cascade,M1,1,0
1,-10,WP2840,Hair follicle development: cytodifferentiation - part 3 of 3,M1,1,0
1,-2.9,GO:0002093,auditory receptor cell morphogenesis,M1,1,0
1,-3.8,GO:0030020,extracellular matrix structural constituent conferring tensile strength,M1,1,0
1,-2.2,M2397,SERVITJA LIVER HNF1A TARGETS UP,M1,1,0
1,-4.4,GO:1902751,positive regulation of cell cycle G2/M phase transition,M1,1,0
1,-9.7,GO:0046777,protein autophosphorylation,M1,1,0
1,-7.5,GO:0005943,"phosphatidylinositol 3-kinase complex, class IA",M1,1,0
1,-3.1,M6165,GSE1791 CTRL VS NEUROMEDINU IN T CELL LINE 0.8H UP,M1,1,0
1,-3.3,GO:0051155,positive regulation of striated muscle cell differentiation,M1,1,0
1,-2.2,R-HSA-5602358,Diseases associated with the TLR signaling cascade,M1,1,0
1,-3.2,GO:0035019,somatic stem cell population maintenance,M1,1,0
1,-2.2,GO:0030296,protein tyrosine kinase activator activity,M1,1,0
1,-6.4,GO:0002687,positive regulation of leukocyte migration,M1,1,0
1,-4.4,M8978,GSE37534 UNTREATED VS GW1929 TREATED CD4 TCELL PPARG1 AND FOXP3 TRASDUCED UP,M1,1,0
1,-4.5,GO:2000379,positive regulation of reactive oxygen species metabolic process,M1,1,0
1,-2.1,M15068,NOUZOVA TRETINOIN AND H4 ACETYLATION,M1,1,0
1,-2.4,M9437,GSE35543 IN VITRO ITREG VS CONVERTED EX ITREG UP,M1,1,0
1,-6.9,GO:1904062,regulation of cation transmembrane transport,M1,1,0
1,-2.1,GO:0090022,regulation of neutrophil chemotaxis,M1,1,0
1,-4.4,R-HSA-5626467,RHO GTPases activate IQGAPs,M1,1,0
1,-14,GO:0007610,behavior,M1,1,0
1,-2.1,GO:0090313,regulation of protein targeting to membrane,M1,1,0
1,-3.2,GO:0071564,npBAF complex,M1,1,0
1,-2.6,M2238,JOHNSTONE PARVB TARGETS 2 UP,M1,1,0
1,-9.9,GO:0042633,hair cycle,M1,1,0
1,-2.7,GO:0014823,response to activity,M1,1,0
1,-9.7,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,M1,1,0
1,-2.1,GO:0050699,WW domain binding,M1,1,0
1,-2.8,GO:0031645,negative regulation of nervous system process,M1,1,0
1,-4.7,CORUM:6601,BBS1-BBS4-BBS5-PKD1-TTC8 complex,M1,1,0
1,-4.9,M254,PID MYC REPRESS PATHWAY,M1,1,0
1,-2.5,M5259,GSE360 T GONDII VS M TUBERCULOSIS MAC DN,M1,1,0
1,-24,WP2034,Leptin signaling pathway,M1,1,0
1,-5.6,GO:0044818,mitotic G2/M transition checkpoint,M1,1,0
1,-4.3,WP5088,Prostaglandin signaling,M1,1,0
1,-2.4,M7688,GSE22033 UNTREATED VS MRL24 TREATED MEF UP,M1,1,0
1,-36,hsa05215,Prostate cancer,M1,1,0
1,-2.6,GO:0015711,organic anion transport,M1,1,0
1,-5.5,M7404,FRIDMAN IMMORTALIZATION DN,M1,1,0
1,-4.7,R-HSA-8941856,RUNX3 regulates NOTCH signaling,M1,1,0
1,-8.3,M223,PID BETA CATENIN NUC PATHWAY,M1,1,0
1,-4,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-7.7,R-HSA-9609507,Protein localization,M1,1,0
1,-3.9,M438,GSE12507 PDC CELL LINE VS IMMATUE T CELL LINE UP,M1,1,0
1,-4.4,GO:0045046,protein import into peroxisome membrane,M1,1,0
1,-5.7,GO:0048569,post-embryonic animal organ development,M1,1,0
1,-5.2,GO:0002253,activation of immune response,M1,1,0
1,-2.7,hsa05014,Amyotrophic lateral sclerosis,M1,1,0
1,-3,GO:0060841,venous blood vessel development,M1,1,0
1,-2.6,GO:0010888,negative regulation of lipid storage,M1,1,0
1,-4.2,GO:0016817,"hydrolase activity, acting on acid anhydrides",M1,1,0
1,-2,GO:0071346,cellular response to interferon-gamma,M1,1,0
1,-2.5,M8984,GSE37534 UNTREATED VS ROSIGLITAZONE TREATED CD4 TCELL PPARG1 AND FOXP3 TRASDUCED DN,M1,1,0
1,-8.5,WP179,Cell cycle,M1,1,0
1,-9.2,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M1,1,0
1,-6.2,GO:0045739,positive regulation of DNA repair,M1,1,0
1,-5,GO:0045599,negative regulation of fat cell differentiation,M1,1,0
1,-4,GO:0022904,respiratory electron transport chain,M1,1,0
1,-2.2,GO:0070160,tight junction,M1,1,0
1,-4.6,GO:0031641,regulation of myelination,M1,1,0
1,-3.5,WP4971,Phosphoinositides metabolism,M1,1,0
1,-6.5,GO:0045860,positive regulation of protein kinase activity,M1,1,0
1,-2.4,M4472,GSE22886 DC VS MONOCYTE DN,M1,1,0
1,-31,R-HSA-199418,Negative regulation of the PI3K/AKT network,M1,1,0
1,-2.9,R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,M1,1,0
1,-7,GO:0051321,meiotic cell cycle,M1,1,0
1,-2.1,GO:0050771,negative regulation of axonogenesis,M1,1,0
1,-4.5,M1421,PEART HDAC PROLIFERATION CLUSTER DN,M1,1,0
1,-3.3,GO:0030004,cellular monovalent inorganic cation homeostasis,M1,1,0
1,-3,GO:0010390,histone monoubiquitination,M1,1,0
1,-2.5,M8399,GSE29949 MICROGLIA VS DC BRAIN UP,M1,1,0
1,-2.7,GO:0002066,columnar/cuboidal epithelial cell development,M1,1,0
1,-5.1,GO:0046661,male sex differentiation,M1,1,0
1,-3.7,M9675,GSE43955 1H VS 10H ACT CD4 TCELL WITH TGFB IL6 DN,M1,1,0
1,-4.7,M69,PID REELIN PATHWAY,M1,1,0
1,-2.4,M7452,GSE21670 STAT3 KO VS WT CD4 TCELL TGFB IL6 TREATED UP,M1,1,0
1,-2.2,M12338,GERY CEBP TARGETS,M1,1,0
1,-5,GO:0033145,positive regulation of intracellular steroid hormone receptor signaling pathway,M1,1,0
1,-3.1,GO:0015081,sodium ion transmembrane transporter activity,M1,1,0
1,-2.1,GO:0045428,regulation of nitric oxide biosynthetic process,M1,1,0
1,-4.9,GO:0050136,NADH dehydrogenase (quinone) activity,M1,1,0
1,-5.8,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,M1,1,0
1,-25,hsa05210,Colorectal cancer,M1,1,0
1,-3.9,M103,PID S1P S1P1 PATHWAY,M1,1,0
1,-2.1,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,M1,1,0
1,-3.3,WP3301,MFAP5-mediated ovarian cancer cell motility and invasiveness,M1,1,0
1,-5.6,GO:0035148,tube formation,M1,1,0
1,-2.3,M7371,LOPES METHYLATED IN COLON CANCER UP,M1,1,0
1,-4.1,GO:0051783,regulation of nuclear division,M1,1,0
1,-9.4,M22,PID GMCSF PATHWAY,M1,1,0
1,-3.7,GO:0038095,Fc-epsilon receptor signaling pathway,M1,1,0
1,-6.7,WP2059,Alzheimer's disease and miRNA effects,M1,1,0
1,-4.8,GO:0016050,vesicle organization,M1,1,0
1,-18,R-HSA-73894,DNA Repair,M1,1,0
1,-12,M161,PID IFNG PATHWAY,M1,1,0
1,-3,M3729,GSE17721 CTRL VS PAM3CSK4 0.5H BMDC DN,M1,1,0
1,-2.5,M8419,GSE29949 DC BRAIN VS MONOCYTE BONE MARROW DN,M1,1,0
1,-3.5,GO:0072015,podocyte development,M1,1,0
1,-7.5,GO:0009617,response to bacterium,M1,1,0
1,-4,GO:0043406,positive regulation of MAP kinase activity,M1,1,0
1,-2.4,M9686,GSE43955 10H VS 60H ACT CD4 TCELL WITH TGFB IL6 UP,M1,1,0
1,-4.2,GO:0016462,pyrophosphatase activity,M1,1,0
1,-6.5,GO:0099625,ventricular cardiac muscle cell membrane repolarization,M1,1,0
1,-2.6,M2613,ZWANG CLASS 3 TRANSIENTLY INDUCED BY EGF,M1,1,0
1,-16,hsa04662,B cell receptor signaling pathway,M1,1,0
1,-3.1,M9520,GSE41867 DAY6 VS DAY15 LCMV ARMSTRONG EFFECTOR CD8 TCELL UP,M1,1,0
1,-2.8,M19745,TARTE PLASMA CELL VS PLASMABLAST DN,M1,1,0
1,-2.3,GO:0045830,positive regulation of isotype switching,M1,1,0
1,-5.4,GO:0060041,retina development in camera-type eye,M1,1,0
1,-6,GO:0010906,regulation of glucose metabolic process,M1,1,0
1,-2.5,M3485,MONNIER POSTRADIATION TUMOR ESCAPE DN,M1,1,0
1,-3.8,GO:0098862,cluster of actin-based cell projections,M1,1,0
1,-2.3,GO:0031965,nuclear membrane,M1,1,0
1,-5.1,GO:0003205,cardiac chamber development,M1,1,0
1,-4.3,M3063,DEBIASI APOPTOSIS BY REOVIRUS INFECTION DN,M1,1,0
1,-2.4,M9625,GSE43957 UNTREATED VS NACL TREATED ANTI CD3 CD28 STIM CD4 TCELL DN,M1,1,0
1,-8.5,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,M1,1,0
1,-2.6,GO:0032526,response to retinoic acid,M1,1,0
1,-4.5,GO:0060560,developmental growth involved in morphogenesis,M1,1,0
1,-5.3,GO:0048705,skeletal system morphogenesis,M1,1,0
1,-2.7,M12459,CHIBA RESPONSE TO TSA DN,M1,1,0
1,-3.7,M9595,GSE42021 CD24HI VS CD24LOW TCONV THYMUS DN,M1,1,0
1,-4.5,R-HSA-9012852,Signaling by NOTCH3,M1,1,0
1,-2.4,M3822,GSE17721 POLYIC VS PAM3CSK4 0.5H BMDC UP,M1,1,0
1,-2.4,GO:0099172,presynapse organization,M1,1,0
1,-11,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M1,1,0
1,-9.1,R-HSA-9034015,Signaling by NTRK3 (TRKC),M1,1,0
1,-3.8,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,M1,1,0
1,-4,GO:0071482,cellular response to light stimulus,M1,1,0
1,-3.7,GO:0060193,positive regulation of lipase activity,M1,1,0
1,-2.4,M6411,GSE8921 UNSTIM 0H VS TLR1 2 STIM MONOCYTE 24H DN,M1,1,0
1,-4.8,WP2881,Estrogen receptor pathway,M1,1,0
1,-3,GO:0050891,multicellular organismal water homeostasis,M1,1,0
1,-11,WP4657,22q11.2 copy number variation syndrome,M1,1,0
1,-4.6,GO:0005746,mitochondrial respirasome,M1,1,0
1,-5.8,M15351,SUZUKI AMPLIFIED IN ORAL CANCER,M1,1,0
1,-5.4,GO:0048730,epidermis morphogenesis,M1,1,0
1,-3.3,WP2406,Cardiac progenitor differentiation,M1,1,0
1,-3,GO:0030071,regulation of mitotic metaphase/anaphase transition,M1,1,0
1,-3.6,GO:0072010,glomerular epithelium development,M1,1,0
1,-3.3,GO:0010543,regulation of platelet activation,M1,1,0
1,-3.3,GO:0007283,spermatogenesis,M1,1,0
1,-5.1,GO:0051216,cartilage development,M1,1,0
1,-7.2,GO:0044819,mitotic G1/S transition checkpoint signaling,M1,1,0
1,-3,GO:0072330,monocarboxylic acid biosynthetic process,M1,1,0
1,-13,GO:0009416,response to light stimulus,M1,1,0
1,-2.5,M7520,GSE21546 WT VS ELK1 KO DP THYMOCYTES UP,M1,1,0
1,-3.6,GO:0008047,enzyme activator activity,M1,1,0
1,-5.7,WP4204,Tumor suppressor activity of SMARCB1,M1,1,0
1,-6.4,GO:0005925,focal adhesion,M1,1,0
1,-7,M236,PID DELTA NP63 PATHWAY,M1,1,0
1,-3.6,M14134,TURASHVILI BREAST DUCTAL CARCINOMA VS DUCTAL NORMAL DN,M1,1,0
1,-2.4,GO:0001704,formation of primary germ layer,M1,1,0
1,-2.3,R-HSA-9013409,RHOJ GTPase cycle,M1,1,0
1,-11,M279,PID RB 1PATHWAY,M1,1,0
1,-3.4,R-HSA-8866907,Activation of the TFAP2 (AP-2) family of transcription factors,M1,1,0
1,-4.8,R-HSA-179812,GRB2 events in EGFR signaling,M1,1,0
1,-15,hsa04211,Longevity regulating pathway,M1,1,0
1,-4.4,M3588,GSE15930 NAIVE VS 24H IN VITRO STIM CD8 TCELL DN,M1,1,0
1,-11,GO:0035315,hair cell differentiation,M1,1,0
1,-4.9,GO:0009142,nucleoside triphosphate biosynthetic process,M1,1,0
1,-2.4,M5129,GSE339 EX VIVO VS IN CULTURE CD4POS DC UP,M1,1,0
1,-21,hsa05214,Glioma,M1,1,0
1,-2.7,M19432,MCBRYAN PUBERTAL BREAST 4 5WK UP,M1,1,0
1,-3,M8979,GSE37534 UNTREATED VS GW1929 TREATED CD4 TCELL PPARG1 AND FOXP3 TRASDUCED DN,M1,1,0
1,-4.2,GO:0030235,nitric-oxide synthase regulator activity,M1,1,0
1,-5.3,GO:0044403,biological process involved in symbiotic interaction,M1,1,0
1,-2.9,GO:0019229,regulation of vasoconstriction,M1,1,0
1,-11,R-HSA-69620,Cell Cycle Checkpoints,M1,1,0
1,-4.9,WP3668,Hypothesized pathways in pathogenesis of cardiovascular disease,M1,1,0
1,-2.3,M15671,WALLACE PROSTATE CANCER RACE DN,M1,1,0
1,-8.2,GO:0048483,autonomic nervous system development,M1,1,0
1,-6.5,GO:0045598,regulation of fat cell differentiation,M1,1,0
1,-18,R-HSA-9701192,Defective HDR through Homologous Recombination (HRR) due to BRCA1 loss-of-function,M1,1,0
1,-5.6,M275,PID ALPHA SYNUCLEIN PATHWAY,M1,1,0
1,-4.4,M14019,DING LUNG CANCER MUTATED RECURRENTLY,M1,1,0
1,-2.1,GO:0009648,photoperiodism,M1,1,0
1,-5.5,M8239,GSE27241 WT VS RORGT KO TH17 POLARIZED CD4 TCELL TREATED WITH DIGOXIN UP,M1,1,0
1,-4.7,R-HSA-350054,Notch-HLH transcription pathway,M1,1,0
1,-2.7,WP4961,STING pathway in Kawasaki-like disease and COVID-19,M1,1,0
1,-2.9,R-HSA-196299,Beta-catenin phosphorylation cascade,M1,1,0
1,-4.5,GO:0045271,respiratory chain complex I,M1,1,0
1,-3.8,WP4480,Altered glycosylation of MUC1 in tumor microenvironment,M1,1,0
1,-2,M16574,PACHER TARGETS OF IGF1 AND IGF2 UP,M1,1,0
1,-6.2,GO:0019887,protein kinase regulator activity,M1,1,0
1,-3.5,M41739,RIEGE DELTANP63 DIRECT TARGETS UP,M1,1,0
1,-3,M9178,GSE40277 GATA1 AND SATB1 TRANSDUCED VS CTRL CD4 TCELL DN,M1,1,0
1,-8.5,GO:0005777,peroxisome,M1,1,0
1,-3.4,GO:0090276,regulation of peptide hormone secretion,M1,1,0
1,-5.5,GO:0045926,negative regulation of growth,M1,1,0
1,-23,R-HSA-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-10,GO:0045165,cell fate commitment,M1,1,0
1,-9.4,M4151,HINATA NFKB TARGETS FIBROBLAST UP,M1,1,0
1,-3.9,R-HSA-373760,L1CAM interactions,M1,1,0
1,-6.9,GO:0044344,cellular response to fibroblast growth factor stimulus,M1,1,0
1,-7.4,GO:0006813,potassium ion transport,M1,1,0
1,-2.9,GO:0016202,regulation of striated muscle tissue development,M1,1,0
1,-3.5,GO:0002286,T cell activation involved in immune response,M1,1,0
1,-8.4,M9372,KAUFFMANN DNA REPLICATION GENES,M1,1,0
1,-5.7,GO:0099094,ligand-gated cation channel activity,M1,1,0
1,-9.9,hsa05145,Toxoplasmosis,M1,1,0
1,-9,GO:0048565,digestive tract development,M1,1,0
1,-10,GO:0032402,melanosome transport,M1,1,0
1,-2.1,M433,GSE12484 HEALTHY VS PERIDONTITIS NEUTROPHILS UP,M1,1,0
1,-6.5,CORUM:2738,BLM complex II,M1,1,0
1,-9.1,GO:0098687,chromosomal region,M1,1,0
1,-3.9,GO:0030331,nuclear estrogen receptor binding,M1,1,0
1,-2.4,M11197,HSIAO HOUSEKEEPING GENES,M1,1,0
1,-2.3,GO:0090025,regulation of monocyte chemotaxis,M1,1,0
1,-3.1,hsa04217,Necroptosis,M1,1,0
1,-4.6,hsa04622,RIG-I-like receptor signaling pathway,M1,1,0
1,-3.5,GO:1902882,regulation of response to oxidative stress,M1,1,0
1,-3.8,GO:0043274,phospholipase binding,M1,1,0
1,-5.2,M6767,POOLA INVASIVE BREAST CANCER DN,M1,1,0
1,-6.6,M4389,RIZ ERYTHROID DIFFERENTIATION 12HR,M1,1,0
1,-4.1,R-HSA-1483257,Phospholipid metabolism,M1,1,0
1,-12,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,M1,1,0
1,-4.9,GO:0036336,dendritic cell migration,M1,1,0
1,-3.4,M8655,DAIRKEE CANCER PRONE RESPONSE BPA,M1,1,0
1,-5.4,R-HSA-2559580,Oxidative Stress Induced Senescence,M1,1,0
1,-11,R-HSA-1227990,Signaling by ERBB2 in Cancer,M1,1,0
1,-2.1,GO:0035282,segmentation,M1,1,0
1,-2.2,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,M1,1,0
1,-3,M3943,GSE17721 POLYIC VS CPG 6H BMDC UP,M1,1,0
1,-4.3,GO:0000400,four-way junction DNA binding,M1,1,0
1,-3.3,GO:0032210,regulation of telomere maintenance via telomerase,M1,1,0
1,-5.1,GO:0032105,negative regulation of response to extracellular stimulus,M1,1,0
1,-3.7,M3895,GSE17721 CPG VS GARDIQUIMOD 12H BMDC DN,M1,1,0
1,-3.5,M17693,GARY CD5 TARGETS UP,M1,1,0
1,-2.7,GO:0007033,vacuole organization,M1,1,0
1,-2.4,M8203,GSE27092 WT VS HDAC7 PHOSPHO DEFICIENT CD8 TCELL UP,M1,1,0
1,-2.6,WP4942,15q13.3 copy number variation syndrome,M1,1,0
1,-3.1,R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,M1,1,0
1,-2.6,M1590,LEE AGING NEOCORTEX UP,M1,1,0
1,-2.1,GO:0010596,negative regulation of endothelial cell migration,M1,1,0
1,-2.7,GO:0031063,regulation of histone deacetylation,M1,1,0
1,-8.1,R-HSA-5654695,PI-3K cascade:FGFR2,M1,1,0
1,-2.4,GO:0030901,midbrain development,M1,1,0
1,-3.3,GO:0032651,regulation of interleukin-1 beta production,M1,1,0
1,-3.7,M3662,GSE16522 MEMORY VS NAIVE ANTI CD3CD28 STIM CD8 TCELL DN,M1,1,0
1,-2.5,M2317,KASLER HDAC7 TARGETS 1 UP,M1,1,0
1,-6.4,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),M1,1,0
1,-4.2,GO:1901137,carbohydrate derivative biosynthetic process,M1,1,0
1,-5.7,GO:0048285,organelle fission,M1,1,0
1,-2.3,GO:0010559,regulation of glycoprotein biosynthetic process,M1,1,0
1,-2.6,R-HSA-8956321,Nucleotide salvage,M1,1,0
1,-8.5,GO:0098751,bone cell development,M1,1,0
1,-3,M6848,GSE7348 UNSTIM VS TOLERIZED AND LPS STIM MACROPHAGE DN,M1,1,0
1,-2.9,GO:0072078,nephron tubule morphogenesis,M1,1,0
1,-19,GO:0009410,response to xenobiotic stimulus,M1,1,0
1,-4.4,M6602,GSE5589 UNSTIM VS 45MIN LPS AND IL10 STIM MACROPHAGE UP,M1,1,0
1,-2.2,GO:0051048,negative regulation of secretion,M1,1,0
1,-16,GO:0001894,tissue homeostasis,M1,1,0
1,-3.1,GO:0050974,detection of mechanical stimulus involved in sensory perception,M1,1,0
1,-3,M3059,GSE10239 MEMORY VS KLRG1INT EFF CD8 TCELL DN,M1,1,0
1,-2.6,M9871,GSE46606 DAY1 VS DAY3 CD40L IL2 IL5 STIMULATED BCELL UP,M1,1,0
1,-2.7,WP5220,Metabolic reprogramming in pancreatic cancer,M1,1,0
1,-9.9,hsa04658,Th1 and Th2 cell differentiation,M1,1,0
1,-17,WP3888,VEGFA-VEGFR2 signaling pathway,M1,1,0
1,-3.6,GO:0032652,regulation of interleukin-1 production,M1,1,0
1,-2.4,R-HSA-180786,Extension of Telomeres,M1,1,0
1,-2.5,M14242,BYSTRYKH HEMATOPOIESIS STEM CELL AND BRAIN QTL TRANS,M1,1,0
1,-2.4,M14958,PRAMOONJAGO SOX4 TARGETS UP,M1,1,0
1,-7,GO:2001252,positive regulation of chromosome organization,M1,1,0
1,-9.7,GO:0042110,T cell activation,M1,1,0
1,-9.8,GO:0051960,regulation of nervous system development,M1,1,0
1,-4.7,GO:0002208,somatic diversification of immunoglobulins involved in immune response,M1,1,0
1,-19,GO:0150063,visual system development,M1,1,0
1,-5.4,GO:0061377,mammary gland lobule development,M1,1,0
1,-5.2,M1459,PETROVA ENDOTHELIUM LYMPHATIC VS BLOOD DN,M1,1,0
1,-19,M105,PID TELOMERASE PATHWAY,M1,1,0
1,-2.8,GO:0010950,positive regulation of endopeptidase activity,M1,1,0
1,-3,M4407,GSE22886 NAIVE CD8 TCELL VS MEMORY TCELL DN,M1,1,0
1,-3.9,hsa04540,Gap junction,M1,1,0
1,-2.6,M2895,MARKEY RB1 CHRONIC LOF UP,M1,1,0
1,-5.6,M6897,NATSUME RESPONSE TO INTERFERON BETA UP,M1,1,0
1,-2.7,GO:0031674,I band,M1,1,0
1,-27,hsa05161,Hepatitis B,M1,1,0
1,-4.4,GO:0098813,nuclear chromosome segregation,M1,1,0
1,-7.5,GO:1901615,organic hydroxy compound metabolic process,M1,1,0
1,-3.8,GO:0050804,modulation of chemical synaptic transmission,M1,1,0
1,-8.2,GO:0071900,regulation of protein serine/threonine kinase activity,M1,1,0
1,-2.4,M9321,GSE11961 MARGINAL ZONE BCELL VS GERMINAL CENTER BCELL DAY7 DN,M1,1,0
1,-2.6,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,M1,1,0
1,-10,R-HSA-400253,Circadian Clock,M1,1,0
1,-2.3,GO:0071624,positive regulation of granulocyte chemotaxis,M1,1,0
1,-3,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),M1,1,0
1,-4.2,R-HSA-112412,SOS-mediated signalling,M1,1,0
1,-3.7,M5292,GSE36476 CTRL VS TSST ACT 40H MEMORY CD4 TCELL YOUNG DN,M1,1,0
1,-5.1,M17,PID NOTCH PATHWAY,M1,1,0
1,-3.7,GO:0043025,neuronal cell body,M1,1,0
1,-9,GO:0032990,cell part morphogenesis,M1,1,0
1,-4,M15150,ZHANG BREAST CANCER PROGENITORS UP,M1,1,0
1,-9.6,GO:0048812,neuron projection morphogenesis,M1,1,0
1,-6,GO:0006275,regulation of DNA replication,M1,1,0
1,-6.8,GO:0010817,regulation of hormone levels,M1,1,0
1,-4.2,CORUM:2529,"LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated",M1,1,0
1,-5.5,GO:0050821,protein stabilization,M1,1,0
1,-5.3,GO:0051896,regulation of protein kinase B signaling,M1,1,0
1,-5.6,R-HSA-8951936,RUNX3 regulates p14-ARF,M1,1,0
1,-20,GO:0030855,epithelial cell differentiation,M1,1,0
1,-6.1,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,M1,1,0
1,-8.1,GO:0016605,PML body,M1,1,0
1,-3.4,GO:0001941,postsynaptic membrane organization,M1,1,0
1,-2.5,GO:0031345,negative regulation of cell projection organization,M1,1,0
1,-8.3,WP2038,Microtubule cytoskeleton regulation,M1,1,0
1,-3.8,GO:0060421,positive regulation of heart growth,M1,1,0
1,-4.1,M16010,KOBAYASHI EGFR SIGNALING 24HR DN,M1,1,0
1,-2.1,M2500,PHONG TNF RESPONSE VIA P38 COMPLETE,M1,1,0
1,-3.6,GO:0007179,transforming growth factor beta receptor signaling pathway,M1,1,0
1,-11,GO:0097659,nucleic acid-templated transcription,M1,1,0
1,-2.6,GO:0051131,chaperone-mediated protein complex assembly,M1,1,0
1,-2.6,GO:1903169,regulation of calcium ion transmembrane transport,M1,1,0
1,-4.9,M17026,RIZKI TUMOR INVASIVENESS 3D UP,M1,1,0
1,-3,GO:0048813,dendrite morphogenesis,M1,1,0
1,-3.1,M17753,BENPORATH MYC MAX TARGETS,M1,1,0
1,-5.7,GO:0031069,hair follicle morphogenesis,M1,1,0
1,-4.3,GO:0051962,positive regulation of nervous system development,M1,1,0
1,-16,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M1,1,0
1,-4,GO:0022029,telencephalon cell migration,M1,1,0
1,-4,GO:0050708,regulation of protein secretion,M1,1,0
1,-6.7,M2631,FARMER BREAST CANCER APOCRINE VS BASAL,M1,1,0
1,-11,R-HSA-6806003,Regulation of TP53 Expression and Degradation,M1,1,0
1,-3.4,GO:0046875,ephrin receptor binding,M1,1,0
1,-2.3,GO:0005253,anion channel activity,M1,1,0
1,-2,GO:0033559,unsaturated fatty acid metabolic process,M1,1,0
1,-2.5,M4698,GSE2706 UNSTIM VS 8H LPS DC UP,M1,1,0
1,-2.5,M5379,GSE3982 MEMORY CD4 TCELL VS TH1 DN,M1,1,0
1,-4.7,GO:0071356,cellular response to tumor necrosis factor,M1,1,0
1,-3,GO:0097154,GABAergic neuron differentiation,M1,1,0
1,-3,M8574,GSE26030 TH1 VS TH17 RESTIMULATED DAY5 POST POLARIZATION DN,M1,1,0
1,-6,R-HSA-9033241,Peroxisomal protein import,M1,1,0
1,-3.2,GO:0006606,protein import into nucleus,M1,1,0
1,-2.1,GO:0000209,protein polyubiquitination,M1,1,0
1,-4.3,M8661,GSE35825 UNTREATED VS IFNA STIM MACROPHAGE DN,M1,1,0
1,-3.1,hsa04330,Notch signaling pathway,M1,1,0
1,-4.9,GO:0002831,regulation of response to biotic stimulus,M1,1,0
1,-4.2,GO:2001251,negative regulation of chromosome organization,M1,1,0
1,-3.1,WP4241,Type 2 papillary renal cell carcinoma,M1,1,0
1,-3.8,GO:0098644,complex of collagen trimers,M1,1,0
1,-2.5,M11572,BROWNE HCMV INFECTION 12HR UP,M1,1,0
1,-5,GO:0005126,cytokine receptor binding,M1,1,0
1,-7.8,GO:0009855,determination of bilateral symmetry,M1,1,0
1,-20,GO:0000902,cell morphogenesis,M1,1,0
1,-2.2,GO:0015833,peptide transport,M1,1,0
1,-2.7,WP466,DNA replication,M1,1,0
