Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-25,6.4,15,30169,646,374,51,14,1.8,15|25|207|641|672|999|1017|1019|1144|1290|1499|1663|1956|2200|2303|2353|2534|2706|2885|3479|3630|3667|3717|3725|3753|3784|4149|4790|5170|5290|5295|5296|5447|5594|5888|5925|5970|6338|6340|6714|6774|7054|7157|8503|8850|9663|10021|10084|10999|11277|83990,AANAT|ABL1|AKT1|BLM|BRCA1|CDH1|CDK2|CDK4|CHRND|COL5A2|CTNNB1|DDX11|EGFR|FBN1|FOXC2|FOS|FYN|GJB2|GRB2|IGF1|INS|IRS1|JAK2|JUN|KCNE1|KCNQ1|MAX|NFKB1|PDPK1|PIK3CA|PIK3R1|PIK3R2|POR|MAPK1|RAD51|RB1|RELA|SCNN1B|SCNN1G|SRC|STAT3|TH|TP53|PIK3R3|KAT2B|LPIN2|HCN4|PQBP1|SLC27A4|TREX1|BRIP1,-22,MyList
KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-25,12,18,30169,222,374,33,8.8,1.5,207|472|545|595|701|1017|1019|1029|1387|2033|2353|3569|3725|3845|3932|4214|4790|5290|5291|5295|5296|5594|5599|5728|5925|5970|6416|7040|7157|8503|8850|10000|11200,AKT1|ATM|ATR|CCND1|BUB1B|CDK2|CDK4|CDKN2A|CREBBP|EP300|FOS|IL6|JUN|KRAS|LCK|MAP3K1|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTEN|RB1|RELA|MAP2K4|TGFB1|TP53|PIK3R3|KAT2B|AKT3|CHEK2,-22,MyList
KEGG Pathway,24,hsa04932,Non-alcoholic fatty liver disease,,-25,15,20,30169,155,374,29,7.8,1.4,207|841|998|1432|2353|3569|3576|3630|3667|3725|4695|4722|4723|4724|4728|4790|5290|5291|5295|5296|5465|5599|5879|5970|7040|8503|10000|51422|374291,AKT1|CASP8|CDC42|MAPK14|FOS|IL6|CXCL8|INS|IRS1|JUN|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPARA|MAPK8|RAC1|RELA|TGFB1|PIK3R3|AKT3|PRKAG2|NDUFS7,-22,MyList
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-25,11,18,30169,267,374,35,9.4,1.5,207|1027|1108|1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3630|3667|3725|3932|5170|5290|5291|5295|5296|5518|5528|5594|5728|5781|5879|5880|6714|7157|8503|10000|23396,AKT1|CDKN1B|CHD4|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|INS|IRS1|JUN|LCK|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPP2R1A|PPP2R5D|MAPK1|PTEN|PTPN11|RAC1|RAC2|SRC|TP53|PIK3R3|AKT3|PIP5K1C,-22,MyList
GO Biological Processes,19,GO:0048534,hematopoietic or lymphoid organ development,19_GO:0002376 immune system process,-25,6,15,30169,699,374,52,14,1.8,25|326|472|596|675|841|998|1432|1499|2033|2064|2067|2068|2263|2353|2625|2811|2812|2815|3146|3569|3659|3717|3725|3784|3932|3981|4763|4853|5295|5296|5308|5469|5594|5781|5925|6648|6714|6774|6899|7040|7153|7157|7422|8503|8546|10468|11277|23054|23529|56975|157570,ABL1|AIRE|ATM|BCL2|BRCA2|CASP8|CDC42|MAPK14|CTNNB1|EP300|ERBB2|ERCC1|ERCC2|FGFR2|FOS|GATA3|GP1BA|GP1BB|GP9|HMGB1|IL6|IRF1|JAK2|JUN|KCNQ1|LCK|LIG4|NF1|NOTCH2|PIK3R1|PIK3R2|PITX2|MED1|MAPK1|PTPN11|RB1|SOD2|SRC|STAT3|TBX1|TGFB1|TOP2A|TP53|VEGFA|PIK3R3|AP3B1|FST|TREX1|NCOA6|CLCF1|FAM20C|ESCO2,-22,MyList
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-25,6.1,15,30169,670,374,51,14,1.8,25|207|367|585|596|841|1000|1432|1499|1890|1950|1956|2099|2138|2263|2303|2625|2668|3169|3576|3725|3845|4763|4851|4853|5054|5290|5291|5469|5728|6663|6714|6899|7021|7040|7422|8195|8503|9496|10413|25836|54345|54903|55212|57545|60675|80781|129880|147372|161742|200894,ABL1|AKT1|AR|BBS4|BCL2|CASP8|CDH2|MAPK14|CTNNB1|TYMP|EGF|EGFR|ESR1|EYA1|FGFR2|FOXC2|GATA3|GDNF|FOXA1|CXCL8|JUN|KRAS|NF1|NOTCH1|NOTCH2|SERPINE1|PIK3CA|PIK3CB|MED1|PTEN|SOX10|SRC|TBX1|TFAP2B|TGFB1|VEGFA|MKKS|PIK3R3|TBX4|YAP1|NIPBL|SOX18|MKS1|BBS7|CC2D2A|PROK2|COL18A1|BBS5|CCBE1|SPRED1|ARL13B,-22,MyList
WikiPathways,27,WP673,ErbB signaling pathway,,-25,21,22,30169,92,374,24,6.4,1.3,25|207|595|1027|1950|1956|2064|2065|2885|3725|3845|5170|5290|5291|5295|5296|5335|5594|5599|6416|6714|7157|8503|10000,ABL1|AKT1|CCND1|CDKN1B|EGF|EGFR|ERBB2|ERBB3|GRB2|JUN|KRAS|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|MAPK8|MAP2K4|SRC|TP53|PIK3R3|AKT3,-22,MyList
WikiPathways,27,WP306,Focal adhesion,,-24,13,18,30169,198,374,31,8.3,1.4,207|595|596|998|1286|1290|1499|1950|1956|2064|2317|2534|2885|3479|3725|5170|5290|5291|5295|5296|5594|5599|5728|5879|5880|5881|6714|7422|8503|10000|23396,AKT1|CCND1|BCL2|CDC42|COL4A4|COL5A2|CTNNB1|EGF|EGFR|ERBB2|FLNB|FYN|GRB2|IGF1|JUN|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTEN|RAC1|RAC2|RAC3|SRC|VEGFA|PIK3R3|AKT3|PIP5K1C,-21,MyList
WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-24,9,17,30169,339,374,38,10,1.6,207|595|596|672|1017|1019|1027|1286|1287|1950|1956|2248|2249|2260|2263|2885|3479|3569|3630|3667|3717|3845|4790|5170|5290|5291|5295|5296|5518|5528|5594|5728|5879|5970|7157|7422|8503|10000,AKT1|CCND1|BCL2|BRCA1|CDK2|CDK4|CDKN1B|COL4A4|COL4A5|EGF|EGFR|FGF3|FGF4|FGFR1|FGFR2|GRB2|IGF1|IL6|INS|IRS1|JAK2|KRAS|NFKB1|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPP2R1A|PPP2R5D|MAPK1|PTEN|RAC1|RELA|TP53|VEGFA|PIK3R3|AKT3,-21,MyList
KEGG Pathway,24,hsa05218,Melanoma,,-24,25,23,30169,72,374,22,5.9,1.2,207|595|999|1019|1029|1950|1956|2248|2249|2260|3479|3845|5290|5291|5295|5296|5594|5728|5925|7157|8503|10000,AKT1|CCND1|CDH1|CDK4|CDKN2A|EGF|EGFR|FGF3|FGF4|FGFR1|IGF1|KRAS|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|PTEN|RB1|TP53|PIK3R3|AKT3,-21,MyList
GO Molecular Functions,21,GO:0008134,transcription factor binding,,-24,6.5,15,30169,597,374,48,13,1.7,323|367|429|582|583|585|596|1029|1108|1387|1432|1499|2033|2067|2099|2353|2625|3146|3725|4149|4683|4853|5308|5465|5469|5925|5932|5970|6598|6605|6663|6714|6774|7157|7466|8195|8289|8850|8864|9611|10413|10499|10664|23054|55212|79738|79813|129880,APBB2|AR|ASCL1|BBS1|BBS2|BBS4|BCL2|CDKN2A|CHD4|CREBBP|MAPK14|CTNNB1|EP300|ERCC1|ESR1|FOS|GATA3|HMGB1|JUN|MAX|NBN|NOTCH2|PITX2|PPARA|MED1|RB1|RBBP8|RELA|SMARCB1|SMARCE1|SOX10|SRC|STAT3|TP53|WFS1|MKKS|ARID1A|KAT2B|PER2|NCOR1|YAP1|NCOA2|CTCF|NCOA6|BBS7|BBS10|EHMT1|BBS5,-21,MyList
WikiPathways,27,WP4666,Hepatitis B infection,,-24,15,19,30169,151,374,28,7.5,1.4,207|596|841|1387|1432|2033|2353|2885|3569|3576|3717|3725|3845|4214|4790|5290|5291|5295|5296|5594|5599|5970|6416|6714|6774|7040|8503|10000,AKT1|BCL2|CASP8|CREBBP|MAPK14|EP300|FOS|GRB2|IL6|CXCL8|JAK2|JUN|KRAS|MAP3K1|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|RELA|MAP2K4|SRC|STAT3|TGFB1|PIK3R3|AKT3,-21,MyList
KEGG Pathway,24,hsa04510,Focal adhesion,,-24,12,18,30169,201,374,31,8.3,1.4,207|595|596|998|1286|1287|1499|1950|1956|2064|2317|2534|2885|3479|3725|5170|5290|5291|5295|5296|5594|5599|5728|5879|5880|5881|6714|7422|8503|10000|23396,AKT1|CCND1|BCL2|CDC42|COL4A4|COL4A5|CTNNB1|EGF|EGFR|ERBB2|FLNB|FYN|GRB2|IGF1|JUN|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTEN|RAC1|RAC2|RAC3|SRC|VEGFA|PIK3R3|AKT3|PIP5K1C,-21,MyList
Chemical And Genetic Perturbations,13,M9150,GRESHOCK CANCER COPY NUMBER UP,,-24,9.2,17,30169,323,374,37,9.9,1.5,25|472|595|596|641|672|675|701|999|1019|1029|1387|1499|1956|2033|2064|2068|2260|2263|3717|3845|3932|4292|4683|4763|4771|4851|5290|5395|5728|5781|5925|6416|6598|7157|10499|11200,ABL1|ATM|CCND1|BCL2|BLM|BRCA1|BRCA2|BUB1B|CDH1|CDK4|CDKN2A|CREBBP|CTNNB1|EGFR|EP300|ERBB2|ERCC2|FGFR1|FGFR2|JAK2|KRAS|LCK|MLH1|NBN|NF1|NF2|NOTCH1|PIK3CA|PMS2|PTEN|PTPN11|RB1|MAP2K4|SMARCB1|TP53|NCOA2|CHEK2,-21,MyList
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0023052 signaling,-24,6.2,15,30169,636,374,49,13,1.7,25|207|268|269|367|1287|1432|1499|1747|1950|1956|2064|2065|2248|2249|2260|2263|2303|2353|2534|2885|3479|3630|3667|3717|3725|3932|4593|4692|4853|5170|5290|5291|5295|5296|5335|5594|5781|5879|6714|6774|7040|7157|7422|8036|8503|10468|23111|392255,ABL1|AKT1|AMH|AMHR2|AR|COL4A5|MAPK14|CTNNB1|DLX3|EGF|EGFR|ERBB2|ERBB3|FGF3|FGF4|FGFR1|FGFR2|FOXC2|FOS|FYN|GRB2|IGF1|INS|IRS1|JAK2|JUN|LCK|MUSK|NDN|NOTCH2|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|PTPN11|RAC1|SRC|STAT3|TGFB1|TP53|VEGFA|SHOC2|PIK3R3|FST|SPART|GDF6,-21,MyList
KEGG Pathway,24,hsa04218,Cellular senescence,,-24,14,19,30169,156,374,28,7.5,1.4,207|472|545|595|1017|1019|1029|1432|3569|3576|3845|4361|4683|4790|5054|5290|5291|5295|5296|5594|5728|5925|5970|7040|7157|8503|10000|11200,AKT1|ATM|ATR|CCND1|CDK2|CDK4|CDKN2A|MAPK14|IL6|CXCL8|KRAS|MRE11|NBN|NFKB1|SERPINE1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|PTEN|RB1|RELA|TGFB1|TP53|PIK3R3|AKT3|CHEK2,-21,MyList
WikiPathways,27,WP2034,Leptin signaling pathway,,-24,23,22,30169,76,374,22,5.9,1.2,207|595|998|1432|2064|2099|2534|2885|3667|3717|4790|5295|5296|5335|5594|5599|5728|5781|5879|5970|6714|6774,AKT1|CCND1|CDC42|MAPK14|ERBB2|ESR1|FYN|GRB2|IRS1|JAK2|NFKB1|PIK3R1|PIK3R2|PLCG1|MAPK1|MAPK8|PTEN|PTPN11|RAC1|RELA|SRC|STAT3,-21,MyList
WikiPathways,27,WP2037,Prolactin signaling pathway,,-24,23,22,30169,76,374,22,5.9,1.2,207|1432|2064|2353|2534|2885|3659|3667|3717|3725|4790|5290|5291|5295|5296|5594|5599|5781|5879|5970|6714|6774,AKT1|MAPK14|ERBB2|FOS|FYN|GRB2|IRF1|IRS1|JAK2|JUN|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTPN11|RAC1|RELA|SRC|STAT3,-21,MyList
GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-24,6.1,15,30169,643,374,49,13,1.7,25|207|367|472|585|672|675|841|1499|1956|2033|2068|2138|2260|2263|2303|2625|2885|3169|3981|4683|4695|4763|4851|4853|5469|5594|5932|6598|6663|6899|6913|6949|7040|7157|7422|10413|23322|25836|26128|50814|51057|54345|54903|57545|79621|79728|81031|200894,ABL1|AKT1|AR|ATM|BBS4|BRCA1|BRCA2|CASP8|CTNNB1|EGFR|EP300|ERCC2|EYA1|FGFR1|FGFR2|FOXC2|GATA3|GRB2|FOXA1|LIG4|NBN|NDUFA2|NF1|NOTCH1|NOTCH2|MED1|MAPK1|RBBP8|SMARCB1|SOX10|TBX1|TBX15|TCOF1|TGFB1|TP53|VEGFA|YAP1|RPGRIP1L|NIPBL|KIFBP|NSDHL|WDPCP|SOX18|MKS1|CC2D2A|RNASEH2B|PALB2|SLC2A10|ARL13B,-21,MyList
GO Molecular Functions,21,GO:0140297,DNA-binding transcription factor binding,,-24,7.3,15,30169,476,374,43,11,1.6,367|429|582|583|585|596|1029|1108|1387|1432|1499|2033|2099|2353|2625|3146|3725|4149|4683|4853|5308|5465|5469|5925|5932|5970|6598|6605|6663|6714|6774|7157|7466|8195|8289|8850|9611|10413|10499|23054|55212|79738|129880,AR|ASCL1|BBS1|BBS2|BBS4|BCL2|CDKN2A|CHD4|CREBBP|MAPK14|CTNNB1|EP300|ESR1|FOS|GATA3|HMGB1|JUN|MAX|NBN|NOTCH2|PITX2|PPARA|MED1|RB1|RBBP8|RELA|SMARCB1|SMARCE1|SOX10|SRC|STAT3|TP53|WFS1|MKKS|ARID1A|KAT2B|NCOR1|YAP1|NCOA2|NCOA6|BBS7|BBS10|BBS5,-21,MyList
KEGG Pathway,24,hsa05165,Human papillomavirus infection,,-24,9,16,30169,331,374,37,9.9,1.5,207|472|545|595|841|998|1017|1019|1027|1108|1286|1287|1387|1499|1950|1956|2033|2885|3659|3845|4790|4851|4853|5290|5291|5295|5296|5518|5528|5594|5728|5925|5970|7157|7422|8503|10000,AKT1|ATM|ATR|CCND1|CASP8|CDC42|CDK2|CDK4|CDKN1B|CHD4|COL4A4|COL4A5|CREBBP|CTNNB1|EGF|EGFR|EP300|GRB2|IRF1|KRAS|NFKB1|NOTCH1|NOTCH2|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPP2R1A|PPP2R5D|MAPK1|PTEN|RB1|RELA|TP53|VEGFA|PIK3R3|AKT3,-21,MyList
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-24,9.4,17,30169,309,374,36,9.6,1.5,207|1027|1108|1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3630|3667|3725|3932|5170|5290|5291|5295|5296|5335|5518|5528|5594|5728|5781|5879|5880|6714|7157|8503|10000|23396,AKT1|CDKN1B|CHD4|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|INS|IRS1|JUN|LCK|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|PPP2R1A|PPP2R5D|MAPK1|PTEN|PTPN11|RAC1|RAC2|SRC|TP53|PIK3R3|AKT3|PIP5K1C,-21,MyList
GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,19_GO:0050896 response to stimulus,-24,6.4,15,30169,588,374,47,13,1.7,15|25|207|641|672|999|1019|1290|1499|1663|1956|2200|2303|2353|2534|2706|2885|3479|3630|3667|3717|3725|3753|3784|4149|4790|5170|5290|5295|5296|5447|5594|5888|5925|5970|6338|6340|6714|6774|7054|7157|8503|8850|9663|10021|10999|83990,AANAT|ABL1|AKT1|BLM|BRCA1|CDH1|CDK4|COL5A2|CTNNB1|DDX11|EGFR|FBN1|FOXC2|FOS|FYN|GJB2|GRB2|IGF1|INS|IRS1|JAK2|JUN|KCNE1|KCNQ1|MAX|NFKB1|PDPK1|PIK3CA|PIK3R1|PIK3R2|POR|MAPK1|RAD51|RB1|RELA|SCNN1B|SCNN1G|SRC|STAT3|TH|TP53|PIK3R3|KAT2B|LPIN2|HCN4|SLC27A4|BRIP1,-21,MyList
GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0002376 immune system process,-23,6.1,15,30169,649,374,49,13,1.7,25|326|472|596|675|841|998|1432|1499|2033|2064|2067|2068|2263|2353|2625|2811|2812|2815|3146|3569|3659|3717|3725|3784|3932|3981|4763|4853|5295|5296|5469|5781|5925|6648|6714|6774|7040|7153|7157|7422|8503|8546|10468|11277|23054|23529|56975|157570,ABL1|AIRE|ATM|BCL2|BRCA2|CASP8|CDC42|MAPK14|CTNNB1|EP300|ERBB2|ERCC1|ERCC2|FGFR2|FOS|GATA3|GP1BA|GP1BB|GP9|HMGB1|IL6|IRF1|JAK2|JUN|KCNQ1|LCK|LIG4|NF1|NOTCH2|PIK3R1|PIK3R2|MED1|PTPN11|RB1|SOD2|SRC|STAT3|TGFB1|TOP2A|TP53|VEGFA|PIK3R3|AP3B1|FST|TREX1|NCOA6|CLCF1|FAM20C|ESCO2,-21,MyList
Reactome Gene Sets,6,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,,-23,23,22,30169,78,374,22,5.9,1.2,1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3667|3932|5290|5291|5295|5296|5781|5879|5880|6714|8503,EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|IRS1|LCK|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PTPN11|RAC1|RAC2|SRC|PIK3R3,-21,MyList
KEGG Pathway,24,hsa05213,Endometrial cancer,,-23,28,23,30169,58,374,20,5.3,1.2,207|595|999|1499|1950|1956|2064|2885|3845|4292|5170|5290|5291|5295|5296|5594|5728|7157|8503|10000,AKT1|CCND1|CDH1|CTNNB1|EGF|EGFR|ERBB2|GRB2|KRAS|MLH1|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|PTEN|TP53|PIK3R3|AKT3,-20,MyList
Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-23,8.5,16,30169,362,374,38,10,1.6,207|472|545|580|641|672|1017|1027|1029|1108|1387|1432|2033|2068|2353|3725|4194|4292|4361|4683|5170|5395|5518|5728|5932|6117|6119|6834|7156|7157|8812|10000|10498|11200|51422|64065|79813|83990,AKT1|ATM|ATR|BARD1|BLM|BRCA1|CDK2|CDKN1B|CDKN2A|CHD4|CREBBP|MAPK14|EP300|ERCC2|FOS|JUN|MDM4|MLH1|MRE11|NBN|PDPK1|PMS2|PPP2R1A|PTEN|RBBP8|RPA1|RPA3|SURF1|TOP3A|TP53|CCNK|AKT3|CARM1|CHEK2|PRKAG2|PERP|EHMT1|BRIP1,-20,MyList
WikiPathways,27,WP138,Androgen receptor signaling pathway,,-23,20,21,30169,91,374,23,6.1,1.2,207|367|595|672|998|1387|1499|1956|2033|3725|5295|5296|5728|5879|5925|5970|6605|6714|6774|8850|9611|10498|10499,AKT1|AR|CCND1|BRCA1|CDC42|CREBBP|CTNNB1|EGFR|EP300|JUN|PIK3R1|PIK3R2|PTEN|RAC1|RB1|RELA|SMARCE1|SRC|STAT3|KAT2B|NCOR1|CARM1|NCOA2,-20,MyList
GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-23,5.9,14,30169,665,374,49,13,1.7,25|207|367|472|585|672|675|841|1499|1956|2033|2068|2138|2260|2263|2303|2625|2885|3169|3981|4683|4695|4763|4851|4853|5469|5594|5932|6598|6663|6899|6913|6949|7040|7157|7422|10413|23322|25836|26128|50814|51057|54345|54903|57545|79621|79728|81031|200894,ABL1|AKT1|AR|ATM|BBS4|BRCA1|BRCA2|CASP8|CTNNB1|EGFR|EP300|ERCC2|EYA1|FGFR1|FGFR2|FOXC2|GATA3|GRB2|FOXA1|LIG4|NBN|NDUFA2|NF1|NOTCH1|NOTCH2|MED1|MAPK1|RBBP8|SMARCB1|SOX10|TBX1|TBX15|TCOF1|TGFB1|TP53|VEGFA|YAP1|RPGRIP1L|NIPBL|KIFBP|NSDHL|WDPCP|SOX18|MKS1|CC2D2A|RNASEH2B|PALB2|SLC2A10|ARL13B,-20,MyList
KEGG Pathway,24,hsa04722,Neurotrophin signaling pathway,,-23,17,20,30169,119,374,25,6.7,1.3,25|207|596|998|1432|2885|3667|3725|3845|4214|4790|5170|5290|5291|5295|5296|5335|5594|5599|5781|5879|5970|7157|8503|10000,ABL1|AKT1|BCL2|CDC42|MAPK14|GRB2|IRS1|JUN|KRAS|MAP3K1|NFKB1|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|MAPK8|PTPN11|RAC1|RELA|TP53|PIK3R3|AKT3,-20,MyList
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-23,7.7,15,30169,418,374,40,11,1.6,25|207|326|367|429|472|540|570|595|596|999|1027|1499|1950|1956|2099|2263|2625|3169|3569|3717|3725|4763|4790|4851|4853|5290|5308|5469|5594|5728|5970|6598|6648|6663|6714|6899|7040|7422|23322,ABL1|AKT1|AIRE|AR|ASCL1|ATM|ATP7B|BAAT|CCND1|BCL2|CDH1|CDKN1B|CTNNB1|EGF|EGFR|ESR1|FGFR2|GATA3|FOXA1|IL6|JAK2|JUN|NF1|NFKB1|NOTCH1|NOTCH2|PIK3CA|PITX2|MED1|MAPK1|PTEN|RELA|SMARCB1|SOD2|SOX10|SRC|TBX1|TGFB1|VEGFA|RPGRIP1L,-20,MyList
GO Biological Processes,19,GO:0009314,response to radiation,19_GO:0050896 response to stimulus,-23,7.4,15,30169,446,374,41,11,1.6,15|207|472|545|580|595|596|641|672|675|1161|1387|1432|1956|2033|2067|2068|2138|2353|2625|2885|3753|3845|3981|4204|4763|5295|5599|5888|5970|6648|7054|7157|7439|8864|9025|10002|10413|11200|11277|25836,AANAT|AKT1|ATM|ATR|BARD1|CCND1|BCL2|BLM|BRCA1|BRCA2|ERCC8|CREBBP|MAPK14|EGFR|EP300|ERCC1|ERCC2|EYA1|FOS|GATA3|GRB2|KCNE1|KRAS|LIG4|MECP2|NF1|PIK3R1|MAPK8|RAD51|RELA|SOD2|TH|TP53|BEST1|PER2|RNF8|NR2E3|YAP1|CHEK2|TREX1|NIPBL,-20,MyList
KEGG Pathway,24,hsa04919,Thyroid hormone signaling pathway,,-23,17,19,30169,121,374,25,6.7,1.3,207|595|1387|1499|2033|2099|3845|4851|4853|5170|5290|5291|5295|5296|5335|5469|5594|6567|6714|7157|8503|8850|9611|10000|10499,AKT1|CCND1|CREBBP|CTNNB1|EP300|ESR1|KRAS|NOTCH1|NOTCH2|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MED1|MAPK1|SLC16A2|SRC|TP53|PIK3R3|KAT2B|NCOR1|AKT3|NCOA2,-20,MyList
GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-23,5.6,14,30169,735,374,51,14,1.8,207|323|472|545|580|585|595|596|641|672|675|701|998|1017|1019|1027|1029|1432|1499|1663|1908|1950|1956|2068|3479|3630|4204|4361|4683|5469|5518|5728|5781|5888|5889|5925|5932|6240|6598|6605|7157|8289|8850|10664|11200|11277|23363|79621|83990|91147|92002,AKT1|APBB2|ATM|ATR|BARD1|BBS4|CCND1|BCL2|BLM|BRCA1|BRCA2|BUB1B|CDC42|CDK2|CDK4|CDKN1B|CDKN2A|MAPK14|CTNNB1|DDX11|EDN3|EGF|EGFR|ERCC2|IGF1|INS|MECP2|MRE11|NBN|MED1|PPP2R1A|PTEN|PTPN11|RAD51|RAD51C|RB1|RBBP8|RRM1|SMARCB1|SMARCE1|TP53|ARID1A|KAT2B|CTCF|CHEK2|TREX1|OBSL1|RNASEH2B|BRIP1|TMEM67|CCNQ,-20,MyList
KEGG Pathway,24,hsa05223,Non-small cell lung cancer,,-23,24,21,30169,72,374,21,5.6,1.2,207|595|1019|1029|1950|1956|2064|2885|3845|5170|5290|5291|5295|5296|5335|5594|5925|6774|7157|8503|10000,AKT1|CCND1|CDK4|CDKN2A|EGF|EGFR|ERBB2|GRB2|KRAS|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|RB1|STAT3|TP53|PIK3R3|AKT3,-20,MyList
WikiPathways,27,WP4255,Non-small cell lung cancer,,-23,24,21,30169,72,374,21,5.6,1.2,207|595|841|1019|1029|1950|1956|2064|2885|3845|5290|5291|5295|5296|5335|5594|5925|6774|7157|8503|10000,AKT1|CCND1|CASP8|CDK4|CDKN2A|EGF|EGFR|ERBB2|GRB2|KRAS|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|RB1|STAT3|TP53|PIK3R3|AKT3,-20,MyList
KEGG Pathway,24,hsa05135,Yersinia infection,,-23,15,19,30169,137,374,26,7,1.3,207|998|1432|2212|2353|3569|3576|3725|3932|4790|5290|5291|5295|5296|5335|5594|5599|5879|5880|5881|5970|6416|6714|8503|10000|23396,AKT1|CDC42|MAPK14|FCGR2A|FOS|IL6|CXCL8|JUN|LCK|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|MAPK8|RAC1|RAC2|RAC3|RELA|MAP2K4|SRC|PIK3R3|AKT3|PIP5K1C,-20,MyList
KEGG Pathway,24,hsa05205,Proteoglycans in cancer,,-23,12,17,30169,205,374,30,8,1.4,207|595|998|1432|1499|1956|2064|2065|2099|2260|2317|2885|3479|3845|5170|5290|5291|5295|5296|5335|5594|5781|5879|6714|6774|7040|7157|7422|8503|10000,AKT1|CCND1|CDC42|MAPK14|CTNNB1|EGFR|ERBB2|ERBB3|ESR1|FGFR1|FLNB|GRB2|IGF1|KRAS|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|PTPN11|RAC1|SRC|STAT3|TGFB1|TP53|VEGFA|PIK3R3|AKT3,-20,MyList
KEGG Pathway,24,hsa04066,HIF-1 signaling pathway,,-23,18,20,30169,109,374,24,6.4,1.3,207|596|1027|1387|1950|1956|2033|2064|3479|3569|3630|4790|5054|5290|5291|5295|5296|5335|5594|5970|6774|7422|8503|10000,AKT1|BCL2|CDKN1B|CREBBP|EGF|EGFR|EP300|ERBB2|IGF1|IL6|INS|NFKB1|SERPINE1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|RELA|STAT3|VEGFA|PIK3R3|AKT3,-20,MyList
